facility_name,facility_type,latitude,longitude,huc8,river_segment,permit_status,primary_sic_code,parameter_groups,parameter_groups_available,manganese_parameter_flag,compliance_violation_flag,data_year_start,data_year_end,npdes_ids,compliance_status,cwa_compliance_status,significant_violation_flag,quarters_with_noncompliance_3y,inspection_count_5y,formal_enforcement_actions_5y,permit_type_label,facility_city,facility_state,facility_county,registry_id,active_flag,source_notes
CAPPS WOODYARD LIBERTY,industrial,34.823598,-82.693356,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR006344,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LIBERTY,SC,,110071203425,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"CAROLINA 64 CLUB, LLC",industrial,35.1134,-82.9506,03060101,Seneca,No Violation Identified,1542,[],0,0,0,2023,2026,NCC233167,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LAKE TOXAWAY,NC,TRANSYLVANIA COUNTY,110071921715,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CAROLINA BOTANICAL DEVELOPMENT EXPANSION,industrial,34.57588,-82.68743,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z6MH SCR10ZBY7,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071921833,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CAROLINA OAKS DENTAL - WEST UNION,industrial,34.751111,-83.043333,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZB8V,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,TOWN OF WEST UNION,SC,WILLIAMSBURG COUNTY,110071922660,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CAROLINA POLY INC - WESTMINSTER,industrial,34.664248,-83.046554,03060101,Seneca,No Violation Identified,3081,[],0,0,0,2023,2026,SCR006485 SCR006504,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,WESTMINSTER,SC,OCONEE COUNTY,110071401527,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CASCADE POINT SUBDIVISION,industrial,34.664912,-82.96123,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE2S,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,OCONEE COUNTY,110071910750,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CATATOGA AT LAKE TOXAWAY WWTP,municipal,35.12069,-82.91579,03060101,Seneca,No Violation Identified,7999,[],0,0,1,2023,2026,NC0065889,No Violation Identified,No Violation Identified,0,1,1,0,Non-M,LAKE TOXAWAY,NC,TRANSYLVANIA COUNTY,110009843385,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CEDAR GROVE,industrial,35.1403,-83.0761,03060101,Seneca,No Violation Identified,1542,[],0,0,0,2023,2026,NCC250011,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,GLENVILLE / CASHIERS,NC,JACKSON COUNTY,110071926787,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CEDAR HILL #2,industrial,35.1117,-83.0635,03060101,Seneca,No Violation Identified,1521,[],0,0,0,2023,2026,NCC223519,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CASHIERS,NC,JACKSON COUNTY,110071925372,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CEDAR HILL WWTP,municipal,35.134167,-83.070556,03060101,Seneca,Effluent - Non-monthly Average Limit,4952,[],0,0,1,2023,2026,NC0068918,Significant Violation,Effluent - Non-monthly Average Limit,1,11,1,1,Non-M,CASHIERS,NC,JACKSON COUNTY,110009843303,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CENTRAL ELEMENTARY SCHOOL,industrial,34.73527,-82.77721,03060101,Seneca,Violation Identified,,[],0,0,1,2023,2026,SCR10ZJJU,Violation Identified,Violation Identified,0,1,1,0,Non-M,CENTRAL,SC,PICKENS COUNTY,110072082822,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CENTRAL TEXTILES INCORPORATED,industrial,34.7212,-82.77663,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR001553,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,CENTRAL,SC,PICKENS COUNTY,110070318247,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CENTRAL TIE SUBSTATION UPGRADES,industrial,34.71357,-82.79101,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDWW,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071920603,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHAMPION AEROSPACE INC,industrial,34.774369,-82.727595,03060101,Seneca,Terminated Permit,3694,[],0,0,1,2023,2026,SCRNE0798,No Violation Identified,Terminated Permit,0,1,1,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110000354740,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHERRY RD AT OLD STONE CHURCH RD INT. IMPROVEMENT,industrial,34.66188,-82.83146,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBLL,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071919596,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHESTNUT HILLS,industrial,34.6875,-82.960833,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDBC,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071915531,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHILLER PLANT EXPANSION AND UPGRADES,industrial,34.677357,-82.841355,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFGR,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PICKENS,SC,PICKENS COUNTY,110071922432,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CITY OF CLEMSON MS4,municipal,34.689391,-82.828357,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR037705,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071402538,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CITY OF CLEMSON STREETSCAPE 2026,municipal,34.68308,-82.8375,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZKDP,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110072149635,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CITY OF LIBERTY MS4,municipal,34.7861,-82.69563,03060101,Seneca,No Violation Identified,,[],0,0,1,2023,2026,SCR037702,Violation Identified,No Violation Identified,0,1,1,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110006173461,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CITY OF PICKENS MS4,municipal,34.881551,-82.705754,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR037703,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,PICKENS,SC,PICKENS COUNTY,110071727248,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CITY OF WALHALLA COMMUNITY CENTER,municipal,34.76198,-83.05493,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJKY,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WALHALLA,SC,OCONEE COUNTY,110072085920,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CITY OF WALHALLA POLICE STATION,municipal,34.76073,-83.06047,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJQK,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WALHALLA,SC,OCONEE COUNTY,110072109361,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLAYENS US HOLDING,industrial,34.709258,-82.993636,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCRNE1182,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110072151521,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLAYENS WESTMINSTER,industrial,34.656081,-83.043177,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCRNE1137,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WESTMINSTER,SC,OCONEE COUNTY,110072104742,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON AREA TRANSIT,industrial,34.702522,-82.8024,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR005269,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071438612,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON COCHRAN RD WWTP,municipal,34.685,-82.833333,03060101,Seneca,No Violation Identified,4952,[],0,0,1,2023,2026,SC0020010 SCL020010,No Violation Identified,No Violation Identified,0,2,4,0,"Major, Non-M",CLEMSON,SC,PICKENS COUNTY,110017087105,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON COMMON - BUFFALO WILD WINGS,industrial,34.580215,-82.715808,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZKAY,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110072145119,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON CORE CAMPUS SITE DEVELOPMENT,industrial,34.68543,-82.86305,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDU8,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071911329,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON DAVIDSON FIELD,industrial,34.68453,-82.86023,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9WH,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071916148,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON EYE,industrial,34.70005,-82.98495,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9AG,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071920629,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON GROVE COMMERCIAL/RESIDENTIAL PHASE III,industrial,34.623056,-82.778611,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9UA,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071919000,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON GROVE RV LOT - EXECUTIVE PARK,industrial,34.616944,-82.785556,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGPG,No Violation Identified,No Violation Identified,0,0,3,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071931103,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON KAPPA STREET IMPROVEMENT DESIGN,industrial,34.673648,-82.838032,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBCF,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071934545,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON MEADOWS,industrial,34.668387,-82.806798,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9SL,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071918999,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON PARK,industrial,34.68361,-82.80487,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z7N8 SCR10ZGWH,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071920445,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON R6 PARKING LOT,industrial,34.680412,-82.8182,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z83E,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071931989,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON UNIVERSITY - FIRE STATION EXPANSION,industrial,34.676336,-82.822247,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZHB8,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071947067,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON UNIVERSITY JOHNSTONE HALL/ CORE CAMPUS DEMO,industrial,34.67983,-82.83984,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZG8Y,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PICKENS,SC,PICKENS COUNTY,110071913334,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON UNIVERSITY MS4,industrial,34.679387,-82.835159,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR037706,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071400333,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON UNIVERSITY WASTEWATER TREATMENT PLANT,municipal,34.672676,-82.846359,03060101,Seneca,Violation Identified,8221,[],0,0,1,2023,2026,SC0022004 SC0034843 SCR001131 SCR001134,Violation Identified,Violation Identified,0,12,8,1,Non-M,CLEMSON,SC,PICKENS COUNTY,110042037319,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON UNIVERSITY WWTF,industrial,34.6711,-82.8533,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR004965,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071438881,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON UNIVERSITY- SWINE FACILITY DEMO PROJECT,industrial,34.648915,-82.817752,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDSX,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PENDLETON,SC,PICKENS COUNTY,110071912604,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLEMSON-OCONEE COUNTY AIRPORT,municipal,34.669892,-82.884369,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR006795 SCR10ZJ8C,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071962922,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLIFFS AT KEOWEE SPRINGS CLUBHOUSE AREA,industrial,34.856068,-82.875531,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9GH,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SIX MILE,SC,PICKENS COUNTY,110071923978,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLIFFS AT KEOWEE SPRINGS RACKET SPORTS AMENITY PLAN PHASE 1,industrial,34.856389,-82.875556,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDG8,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,,110071924888,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLIFFS AT KEOWEE SPRINGS TWO WELLNESS AMENITY,industrial,34.826622,-82.883106,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9VC,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071911284,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLIFFS KEOWEE SPRINGS LANDING PHASE III,industrial,34.837778,-82.881667,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZB41,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PICKENS,SC,PICKENS COUNTY,110071911471,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
COFFEE SHOP AT CLEMSON GROVE,industrial,34.640258,-82.790581,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZC6A,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071934300,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
COLLEGE OF VETERINARY MEDICINE FOOD ANIMAL TEACHING,industrial,34.66156,-82.8302,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFBB,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071922537,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CONCORD BAPTIST CHURCH EXPANSION,industrial,34.54409,-82.65318,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZHZT,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071996111,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CONCORD CHURCH ROAD SUBDIVISION LOTS 1-16,industrial,34.880099,-82.765292,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZK7H,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PICKENS,SC,PICKENS COUNTY,110072130060,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
